Year,Xpath,Type,Description,Line,MinOccur,MaxOccur
2010,/Return/ReturnData/IRS990/Form990PartVIISectionA/Title,LineExplanationType,Title,Part VII Section A Line 1a A,0,
2010,/Return/ReturnData/IRS990/QuidProQuoContributions,BooleanType,Quid pro quo contributions?,Part V Line 7a,0,
2010,/Return/ReturnData/IRS990/PayrollTaxes,Form990PartIXGroup2Type,Payroll taxes,Part IX Line 10,0,
2010,/Return/ReturnData/IRS990/AmtReservesMaintained,USAmountType,Reserves maintained amount,Part V Line 13c,0,
2010,/Return/ReturnData/IRS990/Form8282PropertyDisposedOf,BooleanType,Form 8282 property disposed of?,Part V Line 7c,0,
2010,/Return/ReturnData/IRS990/ChangesToOrganizingDocs,BooleanType,Changes to organizing docs?,Part VI Section A Line 4,1,
2010,/Return/ReturnData/IRS990/CntrbtnsRprtdFundraisingEvents,USAmountType,"Contributions reported from fundraising events on line 1c, Line 8a underline",Part VIII Line 8a,0,
2010,/Return/ReturnData/IRS990/CompensationProcessCEO,BooleanType,Compensation process CEO?,Part VI Section B Line 15a,0,
2010,/Return/ReturnData/IRS990/School,BooleanType,School?,Part IV Line 13,1,
2010,/Return/ReturnData/IRS990/TotalLiabNetAssetsFundBalances/BOY,USAmountType,Beginnning of year,Part X Column (A),1,
2010,/Return/ReturnData/IRS990/FinancialStatementSeparate,CheckboxType,Financial statement issued on separate basis,Part XII Line 2d,,
2010,/Return/ReturnData/IRS990/OtherRevenueCurrentYear,USAmountType,Other revenue - current year,Part I Line 11,1,
2010,/Return/ReturnData/IRS990/OtherWebsite,CheckboxType,Other website,Part VI Section C Line 18,0,
2010,/Return/ReturnData/IRS990/GrossSalesOfInventory,USAmountType,"Gross sales of inventory, less returns and allowances",Part VIII Line 10a,0,
2010,/Return/ReturnData/IRS990/AmendedReturn,CheckboxType,Indicates this return is an amended return,B,0,
2010,/Return/ReturnData/IRS990/GroupExemptionNumber,StringType,Group exemption number,H(c),0,
2010,/Return/ReturnData/IRS990/NbrVotingGoverningBodyMembers,CountType,Number of voting governing body members,Part VI Section A Line 1a,1,
2010,/Return/ReturnData/IRS990/StateRequiredReserves,USAmountType,State required reserves amount,Part V Line 13b,0,
2010,/Return/ReturnData/IRS990/InvestmentIncomePriorYear,USAmountType,Investment income - prior year,Part I Line 10,0,
2010,/Return/ReturnData/IRS990/OtherRevenuePriorYear,USAmountType,Other revenue - prior year,Part I Line 11,0,
2010,/Return/ReturnData/IRS990/WebSite,LineExplanationType,Web site,J,0,
2010,/Return/ReturnData/IRS990/TaxableDistributions,BooleanType,Taxable distributions?,Part V Line 9a,0,
2010,/Return/ReturnData/IRS990/AuditCommittee,BooleanType,Does the organization have an audit committee?,Part XII Line 2c,0,
2010,/Return/ReturnData/IRS990/QuidProQuoDisclosure,BooleanType,Quid pro quo disclosure?,Part V Line 7b,0,
2010,/Return/ReturnData/IRS990/Form990PartVIISectionA/Former,CheckboxType,Former,Part VII Section A Line 1a C,0,
2010,/Return/ReturnData/IRS990/DistributionToDonor,BooleanType,Distribution to donor?,Part V Line 9b,0,
2010,/Return/ReturnData/IRS990/FiledLieu1041,BooleanType,Filed lieu 1041?,Part V Line 12a,0,
2010,/Return/ReturnData/IRS990/TotalRevenuePriorYear,USAmountType,Total revenue - prior year,Part I Line 12,0,
2010,/Return/ReturnData/IRS990/TransactionRelatedEntity,BooleanType,Payment from or engage in transaction with a controlled entity?,Part IV Line 35A,1,
2010,/Return/ReturnData/IRS990/BsnssRltnshpWithOrganization,BooleanType,Business relationship with organization?,Part IV Line 28a,1,
2010,/Return/ReturnData/IRS990/CompCurrentOfficersDirectors,Form990PartIXGroup2Type,"Compensation of current officers, directors, and key employees",Part IX Line 5,0,
2010,/Return/ReturnData/IRS990/RentalIncomeOrLoss/Real,USAmountType,Real amount,Part VIII Column (i),0,
2010,/Return/ReturnData/IRS990/Form990PartVIISectionA/KeyEmployee,CheckboxType,Key Employee,Part VII Section A Line 1a C,0,
2010,/Return/ReturnData/IRS990/LessRentalExpenses/Real,USAmountType,Real amount,Part VIII Column (i),0,
2010,/Return/ReturnData/IRS990/Form8886TFiled,BooleanType,Form 8886-T filed?,Part V Line 5c,0,
2010,/Return/ReturnData/IRS990/LandBldgEquipmentAccumDeprec,USAmountType,Less: accumulated depreciation,Part X Line 10b,0,
2010,/Return/ReturnData/IRS990/PermanentlyRestrictedNetAssets/EOY,USAmountType,Ending of year,Part X Column (B),0,
2010,/Return/ReturnData/IRS990/DonorAdvisedFunds,BooleanType,Donor advised funds?,Part IV Line 6,1,
2010,/Return/ReturnData/IRS990/LandBuildingsEquipmentBasisNet/EOY,USAmountType,Ending of year,Part X Column (B),0,
2010,/Return/ReturnData/IRS990/Form990PartVIISectionA/Officer,CheckboxType,Officer,Part VII Section A Line 1a C,0,
2010,/Return/ReturnData/IRS990/TemporarilyRestrictedNetAssets/EOY,USAmountType,Ending of year,Part X Column (B),0,
2010,/Return/ReturnData/IRS990/TotalAssetsEOY,USAmountType,"Total Assets, EOY",Part I Line 20,1,
2010,/Return/ReturnData/IRS990/Expense,USAmountType,Expense,Part III Line 4a,0,
2010,/Return/ReturnData/IRS990/MortNotesPyblSecuredInvestProp/EOY,USAmountType,Ending of year,Part X Column (B),0,
2010,/Return/ReturnData/IRS990/FeesForServicesLobbying,Form990PartIXGroup2Type,Fees for services (non-employees): Lobbying,Part IX Line 11d,0,
2010,/Return/ReturnData/IRS990/InformationTechnology,Form990PartIXGroup2Type,Information technology,Part IX Line 14,0,
2010,/Return/ReturnData/IRS990/AnnualDisclosureCoveredPersons,BooleanType,Annual disclosure by covered persons?,Part VI Section B Line 12b,0,
2010,/Return/ReturnData/IRS990/OtherNotesLoansReceivableNet/EOY,USAmountType,Ending of year,Part X Column (B),0,
2010,/Return/ReturnData/IRS990/TotalNetAssetsFundBalances/BOY,USAmountType,Beginnning of year,Part X Column (A),1,
2010,/Return/ReturnData/IRS990/ProgramServiceRevenueCY,USAmountType,Program service revenue - current year,Part I Line 9,1,
2010,/Return/ReturnData/IRS990/Form8899Filed,BooleanType,Form 8899 filed?,Part V Line 7g,0,
2010,/Return/ReturnData/IRS990/InfoInScheduleOPartV,CheckboxType,Schedule O contains a response to a question in Part V,Part V,0,
2010,/Return/ReturnData/IRS990/Form990ProvidedToGoverningBody,BooleanType,Form 990 provided to governing body?,Part VI Section B Line 11,1,
2010,/Return/ReturnData/IRS990/TotalContributions,USAmountType,Total contributions,Part VIII Line 1h Column (A),0,
2010,/Return/ReturnData/IRS990/OtherExpenses/Description,LineExplanationType,Description,,0,
2010,/Return/ReturnData/IRS990/ScheduleBRequired,BooleanType,Schedule B required?,Part IV Line 2,1,
2010,/Return/ReturnData/IRS990/InvestmentInJointVenture,BooleanType,Investment in joint venture?,Part VI Section B Line 16a,1,
2010,/Return/ReturnData/IRS990/PaidInCapSrplsLandBldgEqpFund/EOY,USAmountType,Ending of year,Part X Column (B),0,
2010,/Return/ReturnData/IRS990/Form990PartVIISectionA/NamePerson,PersonNameType,Name - Person,Part VII Section A Line 1a A,,
2010,/Return/ReturnData/IRS990/OtherRevenueMisc/Description,LineExplanationType,Description,,0,
2010,/Return/ReturnData/IRS990/TaxablePartyNotification,BooleanType,Taxable party notification?,Part V Line 5b,1,
2010,/Return/ReturnData/IRS990/ContractorCompensation/NameOfContractor/NameBusiness,BusinessNameType,Name - Business,Part VII Section B Line 1(A),,
2010,/Return/ReturnData/IRS990/ProgramServiceRevenue/Description,LineExplanationType,Description,,0,
2010,/Return/ReturnData/IRS990/OtherExpensePriorYear,USAmountType,Other expenses - prior year,Part I Line 17,0,
2010,/Return/ReturnData/IRS990/MoreThan5000KToOrganizations,BooleanType,"More than $5000 to organizations Part IX, line 3?",Part IV Line 15,1,
2010,/Return/ReturnData/IRS990/ExcessBusinessHoldings,BooleanType,Excess business holdings?,Part V Line 8,0,
2010,/Return/ReturnData/IRS990/MortNotesPyblSecuredInvestProp/BOY,USAmountType,Beginnning of year,Part X Column (A),0,
2010,/Return/ReturnData/IRS990/ProhibitedTaxShelterTrans,BooleanType,Prohibited tax shelter transaction?,Part V Line 5a,1,
2010,/Return/ReturnData/IRS990/TheBooksAreInCareOf/NamePerson,PersonNameType,Name - Person,Part VI Section C Line 20,,
2010,/Return/ReturnData/IRS990/NameOfForeignCountry,CountryType,Name of foreign country,Part V Line 4b,0,100
2010,/Return/ReturnData/IRS990/GrantsAndSimilarAmntsPriorYear,USAmountType,Grants and similar amounts - prior year,Part I Line 13,0,
2010,/Return/ReturnData/IRS990/Form990PartVIISectionA/AverageHoursPerWeek,xsd:decimal,Average hours per week,Part VII Section A Line 1a B,0,
2010,/Return/ReturnData/IRS990/MiscellaneousRevenue,Form990PartVIIIGroup3Type,Other miscellaneous revenue,Part VIII Line 11d,0,
2010,/Return/ReturnData/IRS990/TaxExemptBondLiabilities/EOY,USAmountType,Ending of year,Part X Column (B),0,
2010,/Return/ReturnData/IRS990/FeesForServicesProfFundraising/Fundraising,USAmountType,Fundraising,col (D),0,
2010,/Return/ReturnData/IRS990/ContractorCompensation/AddressOfContractor/AddressForeign,ForeignAddressType,Address - Foreign,Part VII Section B Line 1(A),,
2010,/Return/ReturnData/IRS990/ReceivablesFromOfficersEtc/BOY,USAmountType,Beginnning of year,Part X Column (A),0,
2010,/Return/ReturnData/IRS990/InvestmentsOtherSecurities/EOY,USAmountType,Ending of year,Part X Column (B),0,
2010,/Return/ReturnData/IRS990/NoListedPersonsCompensated,CheckboxType,No listed persons compensated,Part VII Section A,0,
2010,/Return/ReturnData/IRS990/SavingsAndTempCashInvestments/BOY,USAmountType,Beginnning of year,Part X Column (A),0,
2010,/Return/ReturnData/IRS990/GrantsAndSimilarAmntsCY,USAmountType,Grants and similar amounts - current year,Part I Line 13,1,
2010,/Return/ReturnData/IRS990/GrossIncomeFundraisingEvents,USAmountType,"Gross income from fundraising events, Line 8a box",Part VIII Line 8a,0,
2010,/Return/ReturnData/IRS990/TotalProfFundrsngExpCY,USAmountType,Total professional fundraising expense - current year,Part I Line 16a,1,
2010,/Return/ReturnData/IRS990/NameOfPrincipalOfficerBusiness,BusinessNameType,Name of principal officer - Business,F,,
2010,/Return/ReturnData/IRS990/RegularMonitoringEnforcement,BooleanType,Regular monitoring and enforcement?,Part VI Section B Line 12c,0,
2010,/Return/ReturnData/IRS990/AccountsReceivable/EOY,USAmountType,Ending of year,Part X Column (B),0,
2010,/Return/ReturnData/IRS990/ReceivablesFromOfficersEtc/EOY,USAmountType,Ending of year,Part X Column (B),0,
2010,/Return/ReturnData/IRS990/InfoInScheduleOPartXI,CheckboxType,Schedule O contains a response to a question in Part XI,Part XI,0,
2010,/Return/ReturnData/IRS990/BenefitsPaidToMembersCY,USAmountType,Benefits paid to members - current year,Part I Line 14,1,
2010,/Return/ReturnData/IRS990/ComplianceWithBackupWitholding,BooleanType,Compliance with backup witholding?,Part V Line 1c,0,
2010,/Return/ReturnData/IRS990/OnBehalfOfIssuer,BooleanType,On behalf of issuer?,Part IV Line 24d,0,
2010,/Return/ReturnData/IRS990/TotalNetAssetsFundBalances/EOY,USAmountType,Ending of year,Part X Column (B),1,
2010,/Return/ReturnData/IRS990/ReceivablesFromDisqualPersons/EOY,USAmountType,Ending of year,Part X Column (B),0,
2010,/Return/ReturnData/IRS990/IndoorTanningServices,BooleanType,Payments received for indoor tanning services?,Part V Line 14a,,
2010,/Return/ReturnData/IRS990/TotalNbrVolunteers,IntegerNNType,Total number volunteers,Part I Line 6,0,
2010,/Return/ReturnData/IRS990/DeductibleContributionsOfArt,BooleanType,"Deductible contributions of art, etc?",Part IV Line 30,1,
2010,/Return/ReturnData/IRS990/Activity2/Expense,USAmountType,Expense,Part III,0,
2010,/Return/ReturnData/IRS990/DocumentRetentionPolicy,BooleanType,Document retention policy?,Part VI Section B Line 14,1,
2010,/Return/ReturnData/IRS990/ActivityCode,IntegerNNType,Activity code,Part III Line 4a,0,
2010,/Return/ReturnData/IRS990/PriorExcessBenefitTransaction,BooleanType,Prior excess benefit transaction?,Part IV Line 25b,0,
2010,/Return/ReturnData/IRS990/GrossIncomeOtherSources,USAmountType,"Gross income, other sources",Part V Line 11b,0,
2010,/Return/ReturnData/IRS990/TotalFunctionalExpenses/ProgramServices,USAmountType,Program services,col (B),0,
2010,/Return/ReturnData/IRS990/ReceivablesFromDisqualPersons/BOY,USAmountType,Beginnning of year,Part X Column (A),0,
2010,/Return/ReturnData/IRS990/Activity2/Description,ExplanationType,Description,Part III,0,
2010,/Return/ReturnData/IRS990/ConferencesMeetings,Form990PartIXGroup2Type,"Conferences, conventions and meetings",Part IX Line 19,0,
2010,/Return/ReturnData/IRS990/Activity2/Revenue,USAmountType,Revenue,Part III,0,
2010,/Return/ReturnData/IRS990/FeesForServicesManagement,Form990PartIXGroup2Type,Fees for services (non-employees): Management,Part IX Line 11a,0,
2010,/Return/ReturnData/IRS990/TotalLiabilities/BOY,USAmountType,Beginnning of year,Part X Column (A),1,
2010,/Return/ReturnData/IRS990/InitiationFeesAmount,USAmountType,Initiation fees amount,Part V Line 10a,0,
2010,/Return/ReturnData/IRS990/TotalLiabilities/EOY,USAmountType,Ending of year,Part X Column (B),1,
2010,/Return/ReturnData/IRS990/FeesForServicesLegal,Form990PartIXGroup2Type,Fees for services (non-employees): Legal,Part IX Line 11b,0,
2010,/Return/ReturnData/IRS990/ActivityOther/Description,ExplanationType,Description,Part III,0,
2010,/Return/ReturnData/IRS990/UnrestrictedNetAssets/EOY,USAmountType,Ending of year,Part X Column (B),0,
2010,/Return/ReturnData/IRS990/Occupancy,Form990PartIXGroup2Type,Occupancy,Part IX Line 16,0,
2010,/Return/ReturnData/IRS990/NetAssetsOrFundBalancesEOY,USAmountType,"Net Assets or Fund Balances, EOY",Part I Line 22,1,
2010,/Return/ReturnData/IRS990/GrossReceiptsAmount,USAmountType,Gross receipts amount,Part V Line 10b,0,
2010,/Return/ReturnData/IRS990/NumberOfEmployees,CountType,Number of employees,Part V Line 2a,1,
2010,/Return/ReturnData/IRS990/RetainedEarningsEndowmentEtc/BOY,USAmountType,Beginnning of year,Part X Column (A),0,
2010,/Return/ReturnData/IRS990/FeesForServicesAccounting,Form990PartIXGroup2Type,Fees for services (non-employees): accounting,Part IX Line 11c,0,
2010,/Return/ReturnData/IRS990/TotalProfFundrsngExpPriorYear,USAmountType,Total professional fundraising expense - prior year,Part I Line 16a,0,
2010,/Return/ReturnData/IRS990/OtherAssetsTotal/BOY,USAmountType,Beginnning of year,Part X Column (A),0,
2010,/Return/ReturnData/IRS990/Form990PartVIISectionA/ReportableCompFromRelatedOrgs,USAmountType,Reportable compensation from related organizations,Part VII Section A Line 1a E,0,
2010,/Return/ReturnData/IRS990/TotalLiabilitiesEOY,USAmountType,"Total Liabilities, EOY",Part I Line 21,1,
2010,/Return/ReturnData/IRS990/TermOrPermanentEndowments,BooleanType,Term or permanent endowments?,Part IV Line 10,1,
2010,/Return/ReturnData/IRS990/CapStckTrstPrinCurrentFunds/BOY,USAmountType,Beginnning of year,Part X Column (A),0,
2010,/Return/ReturnData/IRS990/ForeignActivities,BooleanType,"Foreign activities, etc?",Part IV Line 14b,1,
2010,/Return/ReturnData/IRS990/CreditCounseling,BooleanType,Credit counseling?,Part IV Line 9,1,
2010,/Return/ReturnData/IRS990/UnrestrictedNetAssets/BOY,USAmountType,Beginnning of year,Part X Column (A),0,
2010,/Return/ReturnData/IRS990/PrepaidExpensesDeferredCharges/EOY,USAmountType,Ending of year,Part X Column (B),0,
2010,/Return/ReturnData/IRS990/NumberFormsTransmittedWith1096,CountType,Number forms transmitted with 1096,Part V Line 1a,1,
2010,/Return/ReturnData/IRS990/RelatedEntity,BooleanType,Related entity?,Part IV Line 34,1,
2010,/Return/ReturnData/IRS990/BsnssRltnshpThruFamilyMember,BooleanType,Business relationship thru family member?,Part IV Line 28b,1,
2010,/Return/ReturnData/IRS990/NetIncomeFromFundraisingEvents/TotalRevenueColumn,USAmountType,Total revenue,Part VIII Column (A),1,
2010,/Return/ReturnData/IRS990/ProfessionalFundraising,BooleanType,Professional fundraising?,Part IV Line 17,1,
2010,/Return/ReturnData/IRS990/SalariesEtcPriorYear,USAmountType,"Salaries, etc - prior year",Part I Line 15,0,
2010,/Return/ReturnData/IRS990/OtherSalariesAndWages,Form990PartIXGroup2Type,Other salaries and wages,Part IX Line 7,0,
2010,/Return/ReturnData/IRS990/NetIncomeFromFundraisingEvents/UnrelatedBusinessRevenue,USAmountType,Unrelated business revenue,Part VIII Column (C),0,
2010,/Return/ReturnData/IRS990/RetainedEarningsEndowmentEtc/EOY,USAmountType,Ending of year,Part X Column (B),0,
2010,/Return/ReturnData/IRS990/TypeOfOrganizationCorporation,CheckboxType,Type of organization - corporation,K,0,
2010,/Return/ReturnData/IRS990/FamilyOrBusinessRelationship,BooleanType,Family or business relationship?,Part VI Section A Line 2,1,
2010,/Return/ReturnData/IRS990/LandBuildingsEquipmentBasisNet/BOY,USAmountType,Beginnning of year,Part X Column (A),0,
2010,/Return/ReturnData/IRS990/TravelEntrtnmntPublicOfficials,Form990PartIXGroup2Type,"Payments of travel or entertainment expenses for any Federal, state or local public officials",Part IX Line 18,0,
2010,/Return/ReturnData/IRS990/TypeOfOrgOtherDescription,LineExplanationType,Type of organization - other description,K,0,
2010,/Return/ReturnData/IRS990/ActivityOther/Grants,USAmountType,Grants,Part III,0,
2010,/Return/ReturnData/IRS990/MethodOfAccountingAccrual,CheckboxType,Method of accounting - Accrual,Part XII Line 1,,
2010,/Return/ReturnData/IRS990/PremiumsPaid,BooleanType,Premiums paid?,Part V Line 7f,0,
2010,/Return/ReturnData/IRS990/UponRequest,CheckboxType,Upon request,Part VI Section C Line 18,0,
